"t"	"Luma"	"Luminance"	"Shutter Speed (s)"	"Aperture (f/N)"	"ISO"
1.426270722E1	4.535119969E-3	0.000000000E0	2.952840300E-2	1.799999952E0	2.500000000E1
1.429604564E1	4.506901445E-3	0.000000000E0	3.099324300E-2	1.799999952E0	2.500000000E1
1.432937791E1	4.559307276E-3	0.000000000E0	3.253075000E-2	1.799999952E0	2.500000000E1
1.436271595E1	4.611713106E-3	0.000000000E0	3.414453000E-2	1.799999952E0	2.500000000E1
1.439605126E1	4.615744324E-3	0.000000000E0	3.587958700E-2	1.799999952E0	2.500000000E1
1.442939095E1	4.607681889E-3	0.000000000E0	3.779545800E-2	1.799999952E0	2.500000000E1
1.446272884E1	4.603650671E-3	0.000000000E0	3.992139700E-2	1.799999952E0	2.500000000E1
1.452939911E1	4.482714138E-3	0.000000000E0	4.229322400E-2	1.799999952E0	2.500000000E1
1.456273322E1	4.539151187E-3	0.000000000E0	4.495525500E-2	1.799999952E0	2.500000000E1
1.459977157E1	4.256965944E-3	0.000000000E0	4.796294100E-2	1.799999952E0	2.500000000E1
1.463825318E1	4.152154283E-3	0.000000000E0	5.138654200E-2	1.799999952E0	2.500000000E1
1.467669203E1	4.051373839E-3	0.000000000E0	5.531634100E-2	1.799999952E0	2.500000000E1
1.471669441E1	4.039280186E-3	0.000000000E0	5.987018800E-2	1.799999952E0	2.500000000E1
1.476017491E1	4.438370743E-3	0.000000000E0	6.520467700E-2	1.799999952E0	2.500000000E1
1.480564261E1	4.434339525E-3	0.000000000E0	3.576606600E-2	1.799999952E0	5.000000000E1
1.485565349E1	4.672181373E-3	0.000000000E0	3.978166300E-2	1.799999952E0	5.000000000E1
1.490826241E1	4.490776574E-3	0.000000000E0	4.213691500E-2	1.799999952E0	5.000000000E1
1.496381603E1	4.704431115E-3	0.000000000E0	4.477930500E-2	1.799999952E0	5.000000000E1
1.502632030E1	5.127708978E-3	0.000000000E0	4.776349300E-2	1.799999952E0	5.000000000E1
1.506335899E1	5.478424923E-3	0.000000000E0	4.776349300E-2	1.799999952E0	5.000000000E1
1.510039487E1	5.526799536E-3	0.000000000E0	5.115868000E-2	1.799999952E0	5.000000000E1
1.514040180E1	5.216395769E-3	0.000000000E0	5.505370500E-2	1.799999952E0	5.000000000E1
1.518387810E1	4.523026316E-3	0.000000000E0	5.956441200E-2	1.799999952E0	5.000000000E1
1.522934295E1	4.821336429E-3	0.000000000E0	3.555105000E-2	1.799999952E0	1.000000000E2
1.527933214E1	4.510932663E-3	0.000000000E0	3.743187300E-2	1.799999952E0	1.000000000E2
1.532933837E1	4.994678793E-3	0.000000000E0	3.951153900E-2	1.799999952E0	1.000000000E2
1.537197330E1	4.551244840E-3	0.000000000E0	4.181836300E-2	1.799999952E0	1.000000000E2
1.542753980E1	5.030959752E-3	0.000000000E0	4.441502800E-2	1.799999952E0	1.000000000E2
1.549002957E1	5.796891125E-3	0.000000000E0	4.732889900E-2	1.799999952E0	1.000000000E2
1.552574868E1	7.244098297E-3	0.000000000E0	4.732889900E-2	1.799999952E0	1.000000000E2
1.556419560E1	2.887158153E-2	1.960319301E-3	5.442231500E-2	1.799999952E0	1.000000000E2
1.560419810E1	7.833059211E-2	5.001823481E-3	5.442231500E-2	1.799999952E0	1.000000000E2
1.564768407E1	2.579535926E-1	2.753954963E-2	6.294217500E-2	1.799999952E0	1.000000000E2
1.569312995E1	6.602409056E-1	1.952182669E-1	6.579529400E-2	1.799999952E0	1.000000000E2
1.574074676E1	1.003410410E0	4.888977620E-1	5.930176200E-2	1.799999952E0	1.000000000E2
1.578837337E1	1.004273091E0	5.364594434E-1	5.402671300E-2	1.799999952E0	1.000000000E2
1.584394953E1	1.001354489E0	5.836785175E-1	4.964838400E-2	1.799999952E0	1.000000000E2
1.589947860E1	1.003749033E0	6.306467757E-1	4.595094000E-2	1.799999952E0	1.000000000E2
1.596614445E1	1.000697401E0	6.771442516E-1	4.278370600E-2	1.799999952E0	1.000000000E2
1.603280460E1	1.002962945E0	7.235336965E-1	4.003803700E-2	1.799999952E0	1.000000000E2
1.609530618E1	1.000137061E0	7.699064146E-1	3.763347000E-2	1.799999952E0	1.000000000E2
1.615086133E1	1.003773220E0	8.161360067E-1	3.550905200E-2	1.799999952E0	1.000000000E2
1.620086637E1	1.004160217E0	8.622990592E-1	3.361771200E-2	1.799999952E0	1.000000000E2
1.624848410E1	1.004450464E0	9.082412185E-1	6.384497200E-2	1.799999952E0	5.000000000E1
1.629198172E1	1.008054373E0	1.004591293E0	5.773070100E-2	1.799999952E0	5.000000000E1
1.633363680E1	1.006603135E0	1.004777712E0	5.773070100E-2	1.799999952E0	5.000000000E1
1.637210076E1	1.008860617E0	1.100138583E0	5.273145000E-2	1.799999952E0	5.000000000E1
1.640780649E1	1.011101974E0	1.194866562E0	4.856054100E-2	1.799999952E0	5.000000000E1
1.644229091E1	1.009029928E0	1.288754996E0	4.502335100E-2	1.799999952E0	5.000000000E1
1.650896730E1	1.011057630E0	1.474980336E0	3.933887600E-2	1.799999952E0	5.000000000E1
1.657569795E1	1.010211075E0	1.567455405E0	3.701755500E-2	1.799999952E0	5.000000000E1
1.663442814E1	1.009098458E0	1.659741192E0	3.496210500E-2	1.799999952E0	5.000000000E1
1.668998353E1	1.012351651E0	1.751748983E0	6.625716300E-2	1.799999952E0	2.500000000E1
1.674999460E1	1.000540183E0	1.943484126E0	5.967214500E-2	1.799999952E0	2.500000000E1
1.679543964E1	1.003648252E0	2.134836137E0	5.433099700E-2	1.799999952E0	2.500000000E1
1.683544572E1	1.006877257E0	2.135413164E0	5.433099700E-2	1.799999952E0	2.500000000E1
1.687252406E1	1.008856585E0	2.325108022E0	4.990321100E-2	1.799999952E0	2.500000000E1
1.690819303E1	1.008489745E0	2.513681792E0	4.616771500E-2	1.799999952E0	2.500000000E1
1.697485537E1	1.008977522E0	2.886791598E0	4.020082800E-2	1.799999952E0	2.500000000E1
1.703736326E1	1.012061404E0	3.072237582E0	3.777666800E-2	1.799999952E0	2.500000000E1
1.709291164E1	1.006941757E0	3.257269039E0	3.563605300E-2	1.799999952E0	2.500000000E1
1.714846156E1	1.009219395E0	3.441285497E0	3.373116000E-2	1.799999952E0	2.500000000E1
1.720403014E1	1.014298729E0	3.624668040E0	3.202447300E-2	1.799999952E0	2.500000000E1
1.725166026E1	1.014480134E0	3.815901493E0	3.042324900E-2	1.799999952E0	2.500000000E1
1.729330541E1	1.011835655E0	4.017207993E0	2.890208600E-2	1.799999952E0	2.500000000E1
1.733175976E1	1.012593524E0	4.017240372E0	2.890208600E-2	1.799999952E0	2.500000000E1
1.736746914E1	1.014282604E0	4.451325839E0	2.608413100E-2	1.799999952E0	2.500000000E1
1.740197749E1	1.014302761E0	4.451630798E0	2.608413100E-2	1.799999952E0	2.500000000E1
1.743529330E1	1.011214848E0	4.686021655E0	2.477992400E-2	1.799999952E0	2.500000000E1
1.746870183E1	1.012057372E0	4.932555158E0	2.354092700E-2	1.799999952E0	2.500000000E1
1.750203937E1	1.014508353E0	5.192435473E0	2.236388000E-2	1.799999952E0	2.500000000E1
1.753530506E1	1.011025381E0	5.465677502E0	2.124568600E-2	1.799999952E0	2.500000000E1
1.756865353E1	1.009158927E0	5.753484038E0	2.018340100E-2	1.799999952E0	2.500000000E1
1.763531864E1	1.011755031E0	6.056348095E0	1.917423000E-2	1.799999952E0	2.500000000E1
1.766865099E1	1.014375322E0	6.374949305E0	1.821551800E-2	1.799999952E0	2.500000000E1
1.773534722E1	1.010884288E0	6.709526598E0	1.730474200E-2	1.799999952E0	2.500000000E1
1.780201933E1	1.012121872E0	7.061379130E0	1.643950400E-2	1.799999952E0	2.500000000E1
1.783542226E1	1.013198207E0	7.426379696E0	1.561752800E-2	1.799999952E0	2.500000000E1
1.786868610E1	1.014536571E0	7.817620556E0	1.483665100E-2	1.799999952E0	2.500000000E1
1.790200053E1	1.010001451E0	8.224161256E0	1.409481800E-2	1.799999952E0	2.500000000E1
1.793535887E1	1.009420956E0	8.652503999E0	1.339007700E-2	1.799999952E0	2.500000000E1
1.796869364E1	1.010513416E0	9.107678348E0	1.272057300E-2	1.799999952E0	2.500000000E1
1.800209156E1	1.010235262E0	1.006324364E1	1.148031600E-2	1.799999952E0	2.500000000E1
1.803543326E1	1.011154380E0	1.006528155E1	1.148031600E-2	1.799999952E0	2.500000000E1
1.806868345E1	1.004023155E0	1.054826871E1	1.090630000E-2	1.799999952E0	2.500000000E1
1.810206487E1	1.004692337E0	1.110502140E1	1.036098500E-2	1.799999952E0	2.500000000E1
1.813537087E1	1.002059952E0	1.165655301E1	9.842935000E-3	1.799999952E0	2.500000000E1
1.820210676E1	9.972103973E-1	1.208090342E1	9.350788000E-3	1.799999952E0	2.500000000E1
1.823537379E1	9.906354812E-1	1.266306638E1	8.883248000E-3	1.799999952E0	2.500000000E1
1.830208891E1	9.805654992E-1	1.300390760E1	8.439085000E-3	1.799999952E0	2.500000000E1
1.833539137E1	9.830003547E-1	1.371085383E1	8.017130000E-3	1.799999952E0	2.500000000E1
1.836873079E1	9.788482005E-1	1.430026731E1	7.616273000E-3	1.799999952E0	2.500000000E1
1.840206668E1	9.684678148E-1	1.480192940E1	7.235459000E-3	1.799999952E0	2.500000000E1
1.846880926E1	9.634731360E-1	1.545722046E1	6.873686000E-3	1.799999952E0	2.500000000E1
1.850214622E1	9.557251354E-1	1.596048738E1	6.530001000E-3	1.799999952E0	2.500000000E1
1.853540126E1	9.563943176E-1	1.671656432E1	6.203500000E-3	1.799999952E0	2.500000000E1
1.860302702E1	9.368590364E-1	1.686576473E1	5.893325000E-3	1.799999952E0	2.500000000E1
1.863681622E1	9.242010126E-1	1.738177351E1	5.598658000E-3	1.799999952E0	2.500000000E1
1.867064087E1	9.156830495E-1	1.792499578E1	5.318725000E-3	1.799999952E0	2.500000000E1
1.877139506E1	8.934831334E-1	1.783447633E1	5.052788000E-3	1.799999952E0	2.500000000E1
1.880509710E1	8.833526832E-1	1.824645230E1	4.800148000E-3	1.799999952E0	2.500000000E1
1.883883076E1	8.739962268E-1	1.875223095E1	4.560140000E-3	1.799999952E0	2.500000000E1
1.887212679E1	8.704608488E-1	1.979006357E1	4.332133000E-3	1.799999952E0	2.500000000E1
1.890598037E1	8.599796827E-1	2.021916947E1	4.115526000E-3	1.799999952E0	2.500000000E1
1.893943210E1	8.517801858E-1	2.180297952E1	3.714261000E-3	1.799999952E0	2.500000000E1
1.897278341E1	8.501072304E-1	2.179050765E1	3.714261000E-3	1.799999952E0	2.500000000E1
1.900612237E1	8.492243937E-1	2.287532162E1	3.528547000E-3	1.799999952E0	2.500000000E1
1.903975106E1	8.403799020E-1	2.351451563E1	3.352119000E-3	1.799999952E0	2.500000000E1
1.907335495E1	8.297979554E-1	2.408209743E1	3.184513000E-3	1.799999952E0	2.500000000E1
1.910724545E1	8.050019350E-1	2.396931581E1	3.025287000E-3	1.799999952E0	2.500000000E1
1.914081422E1	7.968467815E-1	2.460958461E1	2.874022000E-3	1.799999952E0	2.500000000E1
1.920774052E1	7.864744582E-1	2.533243145E1	2.730320000E-3	1.799999952E0	2.500000000E1
1.924147526E1	7.681969169E-1	2.549457322E1	2.593804000E-3	1.799999952E0	2.500000000E1
1.927483283E1	7.750862681E-1	2.718599411E1	2.464113000E-3	1.799999952E0	2.500000000E1
1.930860114E1	7.615454076E-1	2.741371958E1	2.340907000E-3	1.799999952E0	2.500000000E1
1.934212114E1	7.557162668E-1	2.863205049E1	2.223861000E-3	1.799999952E0	2.500000000E1
1.937540210E1	7.583970266E-1	3.034897876E1	2.112667000E-3	1.799999952E0	2.500000000E1
1.940890095E1	7.555509868E-1	3.150567154E1	2.007033000E-3	1.799999952E0	2.500000000E1
1.947590099E1	7.457712526E-1	3.274692054E1	1.906681000E-3	1.799999952E0	2.500000000E1
1.950937864E1	7.424092170E-1	3.394244308E1	1.811346000E-3	1.799999952E0	2.500000000E1
1.954286710E1	7.391963364E-1	3.532944876E1	1.720778000E-3	1.799999952E0	2.500000000E1
1.960985176E1	7.277315531E-1	3.638801420E1	1.634739000E-3	1.799999952E0	2.500000000E1
1.964322222E1	7.346289667E-1	4.067151608E1	1.475351000E-3	1.799999952E0	2.500000000E1
1.967657506E1	7.249742002E-1	4.196482701E1	1.401583000E-3	1.799999952E0	2.500000000E1
1.970990164E1	7.281870808E-1	4.210036973E1	1.401583000E-3	1.799999952E0	2.500000000E1
1.974335456E1	7.214468847E-1	4.576900919E1	1.264927000E-3	1.799999952E0	2.500000000E1
1.977680752E1	7.141100684E-1	4.537541820E1	1.264927000E-3	1.799999952E0	2.500000000E1
1.981025637E1	7.082889899E-1	4.682131022E1	1.201680000E-3	1.799999952E0	2.500000000E1
1.984370199E1	7.019599781E-1	4.853427999E1	1.141596000E-3	1.799999952E0	2.500000000E1
1.987709614E1	6.949980650E-1	5.054984099E1	1.084516000E-3	1.799999952E0	2.500000000E1
1.991054237E1	6.925067724E-1	5.215489993E1	1.030290000E-3	1.799999952E0	2.500000000E1
1.994394779E1	6.863188532E-1	5.371671411E1	9.787750000E-4	1.799999952E0	2.500000000E1
2.001074572E1	6.795907508E-1	5.551180933E1	9.298360000E-4	1.799999952E0	2.500000000E1
2.004418029E1	6.668843524E-1	5.695719175E1	8.833440000E-4	1.799999952E0	2.500000000E1
2.011098456E1	6.616074884E-1	5.901043632E1	8.391760000E-4	1.799999952E0	2.500000000E1
2.014433718E1	6.537949884E-1	6.088310703E1	7.972170000E-4	1.799999952E0	2.500000000E1
2.017772983E1	6.477239745E-1	6.281908903E1	7.573560000E-4	1.799999952E0	2.500000000E1
2.021111064E1	6.392261674E-1	6.498206448E1	7.194880000E-4	1.799999952E0	2.500000000E1
2.024457406E1	6.328487810E-1	6.745614799E1	6.835130000E-4	1.799999952E0	2.500000000E1
2.027792479E1	6.339251161E-1	7.117657323E1	6.493370000E-4	1.799999952E0	2.500000000E1
2.034463733E1	6.195618873E-1	7.221400023E1	6.168700000E-4	1.799999952E0	2.500000000E1
2.037800764E1	6.102215557E-1	7.370007209E1	5.860260000E-4	1.799999952E0	2.500000000E1
2.044479891E1	6.019978715E-1	7.634192953E1	5.567240000E-4	1.799999952E0	2.500000000E1
2.047811502E1	5.922382933E-1	7.809958651E1	5.288870000E-4	1.799999952E0	2.500000000E1
2.051148710E1	5.846031669E-1	8.050408157E1	5.024420000E-4	1.799999952E0	2.500000000E1
2.061163006E1	5.684218589E-1	8.166118677E1	4.773190000E-4	1.799999952E0	2.500000000E1
2.064502602E1	5.594564306E-1	8.479104510E1	4.534530000E-4	1.799999952E0	2.500000000E1
2.067830864E1	5.533088235E-1	8.597236642E1	4.307800000E-4	1.799999952E0	2.500000000E1
2.071164233E1	5.508578431E-1	9.072361666E1	4.092410000E-4	1.799999952E0	2.500000000E1
2.074499829E1	5.437508062E-1	9.456722273E1	3.887780000E-4	1.799999952E0	2.500000000E1
2.077837787E1	5.344951303E-1	9.683583052E1	3.693390000E-4	1.799999952E0	2.500000000E1
2.084514091E1	5.276662474E-1	9.983340701E1	3.508720000E-4	1.799999952E0	2.500000000E1
2.087844510E1	5.244291796E-1	1.051482852E2	3.333280000E-4	1.799999952E0	2.500000000E1
2.091187591E1	5.116784378E-1	1.066397386E2	3.166610000E-4	1.799999952E0	2.500000000E1
2.097851741E1	4.978594234E-1	1.081634694E2	3.008270000E-4	1.799999952E0	2.500000000E1
2.101190745E1	4.980247033E-1	1.137795892E2	2.857850000E-4	1.799999952E0	2.500000000E1
2.104528022E1	4.866969814E-1	1.143531342E2	2.714950000E-4	1.799999952E0	2.500000000E1
2.107854172E1	4.857375516E-1	1.213025189E2	2.579200000E-4	1.799999952E0	2.500000000E1
2.111192502E1	4.789207624E-1	1.233060585E2	2.450240000E-4	1.799999952E0	2.500000000E1
2.114526552E1	4.712856360E-1	1.266342600E2	2.327720000E-4	1.799999952E0	2.500000000E1
2.117862902E1	4.690805599E-1	1.324615267E2	2.211330000E-4	1.799999952E0	2.500000000E1
2.121202014E1	4.673955108E-1	1.381170421E2	2.100760000E-4	1.799999952E0	2.500000000E1
2.124530149E1	4.560879450E-1	1.400243980E2	1.995720000E-4	1.799999952E0	2.500000000E1
2.131201891E1	4.429139254E-1	1.387440438E2	1.895930000E-4	1.799999952E0	2.500000000E1
2.134543160E1	4.257651251E-1	1.355588873E2	1.801130000E-4	1.799999952E0	2.500000000E1
2.141213083E1	4.137117841E-1	1.390075539E2	1.711070000E-4	1.799999952E0	2.500000000E1
2.144541045E1	4.097128160E-1	1.411169625E2	1.625510000E-4	1.799999952E0	2.500000000E1
2.151213991E1	3.862470975E-1	1.341728385E2	1.544230000E-4	1.799999952E0	2.500000000E1
2.154545860E1	3.824658153E-1	1.466881211E2	1.408650000E-4	1.799999952E0	2.500000000E1
2.157879929E1	3.718596814E-1	1.499835359E2	1.350370000E-4	1.799999952E0	2.500000000E1
2.161213498E1	3.586937242E-1	1.435349785E2	1.350370000E-4	1.799999952E0	2.500000000E1
2.164549287E1	3.457011094E-1	1.405797681E2	1.296610000E-4	1.799999952E0	2.500000000E1
2.167885168E1	3.458704205E-1	1.407746419E2	1.296610000E-4	1.799999952E0	2.500000000E1
2.171222818E1	3.308259159E-1	1.373083129E2	1.251100000E-4	1.799999952E0	2.500000000E1
2.174552760E1	3.199134094E-1	1.283696027E2	1.251100000E-4	1.799999952E0	2.500000000E1
2.177886691E1	3.088235294E-1	1.249811209E2	1.251100000E-4	1.799999952E0	2.500000000E1
2.181225787E1	3.035708527E-1	1.214467773E2	1.251100000E-4	1.799999952E0	2.500000000E1
2.187889260E1	2.843862874E-1	1.127249898E2	1.251100000E-4	1.799999952E0	2.500000000E1
2.191223410E1	2.713735165E-1	1.113411727E2	1.251100000E-4	1.799999952E0	2.500000000E1
2.194557068E1	2.387125903E-1	1.023164415E2	1.251100000E-4	1.799999952E0	2.500000000E1
2.197889052E1	1.158491357E-1	4.505633550E1	1.251100000E-4	1.799999952E0	2.500000000E1
2.204563456E1	4.252934727E-3	0.000000000E0	1.251100000E-4	1.799999952E0	2.500000000E1
2.207895075E1	4.188435243E-3	0.000000000E0	1.313160000E-4	1.799999952E0	2.500000000E1
2.211225794E1	4.176341589E-3	0.000000000E0	1.378300000E-4	1.799999952E0	2.500000000E1
2.214557333E1	4.160216718E-3	0.000000000E0	1.378300000E-4	1.799999952E0	2.500000000E1
2.217890937E1	4.144091847E-3	0.000000000E0	1.518430000E-4	1.799999952E0	2.500000000E1
2.221225925E1	4.119904541E-3	0.000000000E0	1.518430000E-4	1.799999952E0	2.500000000E1
2.224565164E1	4.131998194E-3	0.000000000E0	1.593750000E-4	1.799999952E0	2.500000000E1
2.227898425E1	4.111842105E-3	0.000000000E0	1.672810000E-4	1.799999952E0	2.500000000E1
2.231224833E1	4.140060630E-3	0.000000000E0	1.755790000E-4	1.799999952E0	2.500000000E1
2.237891614E1	4.115873323E-3	0.000000000E0	1.842890000E-4	1.799999952E0	2.500000000E1
2.241228502E1	4.140060630E-3	0.000000000E0	1.934310000E-4	1.799999952E0	2.500000000E1
2.247889960E1	4.123935759E-3	0.000000000E0	2.030260000E-4	1.799999952E0	2.500000000E1
2.251230264E1	4.140060630E-3	0.000000000E0	2.130970000E-4	1.799999952E0	2.500000000E1
2.254563441E1	4.136029412E-3	0.000000000E0	2.236680000E-4	1.799999952E0	2.500000000E1
2.257889260E1	4.148123065E-3	0.000000000E0	2.347630000E-4	1.799999952E0	2.500000000E1
2.261224814E1	4.115873323E-3	0.000000000E0	2.464090000E-4	1.799999952E0	2.500000000E1
2.264553660E1	4.111842105E-3	0.000000000E0	2.586320000E-4	1.799999952E0	2.500000000E1
2.267887064E1	4.107810888E-3	0.000000000E0	2.714620000E-4	1.799999952E0	2.500000000E1
2.271221825E1	4.123935759E-3	0.000000000E0	2.849280000E-4	1.799999952E0	2.500000000E1
2.274553825E1	4.144091847E-3	0.000000000E0	2.990620000E-4	1.799999952E0	2.500000000E1
2.277887406E1	4.111842105E-3	0.000000000E0	3.138970000E-4	1.799999952E0	2.500000000E1
2.281217402E1	4.119904541E-3	0.000000000E0	3.294680000E-4	1.799999952E0	2.500000000E1
2.287883494E1	4.123935759E-3	0.000000000E0	3.458120000E-4	1.799999952E0	2.500000000E1
2.291216114E1	4.111842105E-3	0.000000000E0	3.629660000E-4	1.799999952E0	2.500000000E1
2.294547898E1	4.144091847E-3	0.000000000E0	3.809710000E-4	1.799999952E0	2.500000000E1
2.301218879E1	4.140060630E-3	0.000000000E0	3.998700000E-4	1.799999952E0	2.500000000E1
2.304547137E1	4.107810888E-3	0.000000000E0	4.405260000E-4	1.799999952E0	2.500000000E1
2.307874860E1	4.131998194E-3	0.000000000E0	4.405260000E-4	1.799999952E0	2.500000000E1
2.311210152E1	4.136029412E-3	0.000000000E0	4.623790000E-4	1.799999952E0	2.500000000E1
2.314537133E1	4.156185501E-3	0.000000000E0	4.853160000E-4	1.799999952E0	2.500000000E1
2.317869602E1	4.095717234E-3	0.000000000E0	5.093910000E-4	1.799999952E0	2.500000000E1
2.324538164E1	4.148123065E-3	0.000000000E0	5.346600000E-4	1.799999952E0	2.500000000E1
2.327865506E1	4.140060630E-3	0.000000000E0	5.611830000E-4	1.799999952E0	2.500000000E1
2.334526760E1	4.119904541E-3	0.000000000E0	5.890220000E-4	1.799999952E0	2.500000000E1
2.337858371E1	4.123935759E-3	0.000000000E0	6.182420000E-4	1.799999952E0	2.500000000E1
2.344529875E1	4.127966976E-3	0.000000000E0	6.489110000E-4	1.799999952E0	2.500000000E1
2.347851556E1	4.099748452E-3	0.000000000E0	6.811020000E-4	1.799999952E0	2.500000000E1
2.351190402E1	4.119904541E-3	0.000000000E0	7.148900000E-4	1.799999952E0	2.500000000E1
2.354515806E1	4.127966976E-3	0.000000000E0	7.503540000E-4	1.799999952E0	2.500000000E1
2.357847294E1	4.127966976E-3	0.000000000E0	7.875770000E-4	1.799999952E0	2.500000000E1
2.361185933E1	4.111842105E-3	0.000000000E0	8.266460000E-4	1.799999952E0	2.500000000E1
2.364515294E1	4.107810888E-3	0.000000000E0	8.676540000E-4	1.799999952E0	2.500000000E1
2.371168710E1	4.176341589E-3	0.000000000E0	9.106960000E-4	1.799999952E0	2.500000000E1
2.374498479E1	4.140060630E-3	0.000000000E0	9.558730000E-4	1.799999952E0	2.500000000E1
2.377828718E1	4.115873323E-3	0.000000000E0	1.003291000E-3	1.799999952E0	2.500000000E1
2.381160783E1	4.164247936E-3	0.000000000E0	1.053062000E-3	1.799999952E0	2.500000000E1
2.384501844E1	4.180372807E-3	0.000000000E0	1.105302000E-3	1.799999952E0	2.500000000E1
2.387820075E1	4.152154283E-3	0.000000000E0	1.160133000E-3	1.799999952E0	2.500000000E1
2.391148360E1	4.127966976E-3	0.000000000E0	1.217684000E-3	1.799999952E0	2.500000000E1
2.394479560E1	4.136029412E-3	0.000000000E0	1.278090000E-3	1.799999952E0	2.500000000E1
2.397803344E1	4.148123065E-3	0.000000000E0	1.341493000E-3	1.799999952E0	2.500000000E1
2.401144060E1	4.136029412E-3	0.000000000E0	1.408041000E-3	1.799999952E0	2.500000000E1
2.404469844E1	4.123935759E-3	0.000000000E0	1.477890000E-3	1.799999952E0	2.500000000E1
2.407787175E1	4.127966976E-3	0.000000000E0	1.551204000E-3	1.799999952E0	2.500000000E1
2.411121294E1	4.111842105E-3	0.000000000E0	1.628155000E-3	1.799999952E0	2.500000000E1
2.417772741E1	4.119904541E-3	0.000000000E0	1.708924000E-3	1.799999952E0	2.500000000E1
2.424426287E1	4.172310372E-3	0.000000000E0	1.793700000E-3	1.799999952E0	2.500000000E1
2.427751802E1	4.164247936E-3	0.000000000E0	1.976076000E-3	1.799999952E0	2.500000000E1
2.431076933E1	4.164247936E-3	0.000000000E0	1.976076000E-3	1.799999952E0	2.500000000E1
2.434398664E1	4.172310372E-3	0.000000000E0	2.074104000E-3	1.799999952E0	2.500000000E1
2.441061768E1	4.180372807E-3	0.000000000E0	2.176995000E-3	1.799999952E0	2.500000000E1
2.444381606E1	4.164247936E-3	0.000000000E0	2.284991000E-3	1.799999952E0	2.500000000E1
2.447706329E1	4.140060630E-3	0.000000000E0	2.398344000E-3	1.799999952E0	2.500000000E1
2.451032218E1	4.184404025E-3	0.000000000E0	2.517320000E-3	1.799999952E0	2.500000000E1
2.454355494E1	4.172310372E-3	0.000000000E0	2.642198000E-3	1.799999952E0	2.500000000E1
2.461007656E1	4.172310372E-3	0.000000000E0	2.773271000E-3	1.799999952E0	2.500000000E1
2.464324310E1	4.152154283E-3	0.000000000E0	2.910846000E-3	1.799999952E0	2.500000000E1
2.467659275E1	4.168279154E-3	0.000000000E0	3.055246000E-3	1.799999952E0	2.500000000E1
2.470984933E1	4.176341589E-3	0.000000000E0	3.206810000E-3	1.799999952E0	2.500000000E1
2.474296756E1	4.160216718E-3	0.000000000E0	3.365892000E-3	1.799999952E0	2.500000000E1
2.480935890E1	4.164247936E-3	0.000000000E0	3.532866000E-3	1.799999952E0	2.500000000E1
2.484261410E1	4.180372807E-3	0.000000000E0	3.708123000E-3	1.799999952E0	2.500000000E1
2.487586671E1	4.176341589E-3	0.000000000E0	4.085151000E-3	1.799999952E0	2.500000000E1
2.490901356E1	4.184404025E-3	0.000000000E0	4.085151000E-3	1.799999952E0	2.500000000E1
2.494217302E1	4.196497678E-3	0.000000000E0	4.500514000E-3	1.799999952E0	2.500000000E1
2.497533479E1	4.148123065E-3	0.000000000E0	4.500514000E-3	1.799999952E0	2.500000000E1
2.500846987E1	4.144091847E-3	0.000000000E0	4.723774000E-3	1.799999952E0	2.500000000E1
2.504166110E1	4.172310372E-3	0.000000000E0	4.958110000E-3	1.799999952E0	2.500000000E1
2.507470137E1	4.176341589E-3	0.000000000E0	5.204071000E-3	1.799999952E0	2.500000000E1
2.510784252E1	4.196497678E-3	0.000000000E0	5.462233000E-3	1.799999952E0	2.500000000E1
2.517398841E1	4.196497678E-3	0.000000000E0	5.733202000E-3	1.799999952E0	2.500000000E1
2.520716567E1	4.228747420E-3	0.000000000E0	6.017613000E-3	1.799999952E0	2.500000000E1
2.524020437E1	4.236809856E-3	0.000000000E0	6.316133000E-3	1.799999952E0	2.500000000E1
2.527345498E1	4.208591331E-3	0.000000000E0	6.629462000E-3	1.799999952E0	2.500000000E1
2.530651437E1	4.172310372E-3	0.000000000E0	6.958335000E-3	1.799999952E0	2.500000000E1
2.533952783E1	4.204560114E-3	0.000000000E0	7.303522000E-3	1.799999952E0	2.500000000E1
2.537254706E1	4.212622549E-3	0.000000000E0	7.665833000E-3	1.799999952E0	2.500000000E1
2.543887552E1	4.200528896E-3	0.000000000E0	8.046118000E-3	1.799999952E0	2.500000000E1
2.547187937E1	4.196497678E-3	0.000000000E0	8.864219000E-3	1.799999952E0	2.500000000E1
2.550448521E1	4.184404025E-3	0.000000000E0	8.864219000E-3	1.799999952E0	2.500000000E1
2.553741171E1	4.208591331E-3	0.000000000E0	9.303953000E-3	1.799999952E0	2.500000000E1
2.560360548E1	4.248903509E-3	0.000000000E0	9.765502000E-3	1.799999952E0	2.500000000E1
2.563650283E1	4.260997162E-3	0.000000000E0	1.024994700E-2	1.799999952E0	2.500000000E1
2.566944467E1	4.281153251E-3	0.000000000E0	1.075842400E-2	1.799999952E0	2.500000000E1
2.570282525E1	4.277122033E-3	0.000000000E0	1.129212600E-2	1.799999952E0	2.500000000E1
2.573611094E1	4.329527864E-3	0.000000000E0	1.185230400E-2	1.799999952E0	2.500000000E1
2.580274102E1	4.357746388E-3	0.000000000E0	1.244027100E-2	1.799999952E0	2.500000000E1
2.583616664E1	4.369840041E-3	0.000000000E0	1.305740600E-2	1.799999952E0	2.500000000E1
