"t"	"Luma"	"Luminance"	"Shutter Speed (s)"	"Aperture (f/N)"	"ISO"
3.768186693E1	3.958655831E-3	0.000000000E0	1.077933800E-2	1.799999952E0	2.500000000E1
3.771519843E1	3.942530960E-3	0.000000000E0	1.131407700E-2	1.799999952E0	2.500000000E1
3.774853740E1	3.966718266E-3	0.000000000E0	1.187534300E-2	1.799999952E0	2.500000000E1
3.781521074E1	3.918343653E-3	0.000000000E0	1.246445300E-2	1.799999952E0	2.500000000E1
3.788188397E1	3.918343653E-3	0.000000000E0	1.308278700E-2	1.799999952E0	2.500000000E1
3.791521832E1	3.898187564E-3	0.000000000E0	1.441299900E-2	1.799999952E0	2.500000000E1
3.794855374E1	3.946562178E-3	0.000000000E0	1.441299900E-2	1.799999952E0	2.500000000E1
3.798188528E1	4.059436275E-3	0.000000000E0	1.512799600E-2	1.799999952E0	2.500000000E1
3.804856178E1	4.180372807E-3	0.000000000E0	1.587846300E-2	1.799999952E0	2.500000000E1
3.808189640E1	4.265028380E-3	0.000000000E0	1.666615900E-2	1.799999952E0	2.500000000E1
3.811523466E1	4.365808824E-3	0.000000000E0	1.749293100E-2	1.799999952E0	2.500000000E1
3.818190763E1	4.389996130E-3	0.000000000E0	1.836071700E-2	1.799999952E0	2.500000000E1
3.821524205E1	4.470620485E-3	0.000000000E0	2.022757200E-2	1.799999952E0	2.500000000E1
3.824857897E1	4.442401961E-3	0.000000000E0	2.022757200E-2	1.799999952E0	2.500000000E1
3.831525478E1	4.402089783E-3	0.000000000E0	2.123101800E-2	1.799999952E0	2.500000000E1
3.834859005E1	4.466589267E-3	0.000000000E0	2.228424300E-2	1.799999952E0	2.500000000E1
3.841526067E1	6.546697626E-3	0.000000000E0	2.338971600E-2	1.799999952E0	2.500000000E1
3.848193505E1	2.765415377E-1	8.057886267E-1	2.455002900E-2	1.799999952E0	2.500000000E1
3.851527205E1	9.227336494E-1	4.005441504E0	2.576485000E-2	1.799999952E0	2.500000000E1
3.854860866E1	9.789731682E-1	4.509698917E0	2.447660700E-2	1.799999952E0	2.500000000E1
3.858194301E1	1.002386481E0	4.932324702E0	2.325277600E-2	1.799999952E0	2.500000000E1
3.861527890E1	1.007715751E0	5.221999476E0	2.209013700E-2	1.799999952E0	2.500000000E1
3.864861820E1	1.012097684E0	5.513006938E0	2.098563000E-2	1.799999952E0	2.500000000E1
3.871529982E1	1.010392479E0	5.828818661E0	1.993634800E-2	1.799999952E0	2.500000000E1
3.874863028E1	1.010706914E0	6.120009394E0	1.893953000E-2	1.799999952E0	2.500000000E1
3.878196043E1	1.011331753E0	6.447888697E0	1.799255300E-2	1.799999952E0	2.500000000E1
3.881530116E1	1.010259449E0	6.781037296E0	1.709292500E-2	1.799999952E0	2.500000000E1
3.884863747E1	1.010791570E0	7.142948256E0	1.623827800E-2	1.799999952E0	2.500000000E1
3.888196932E1	1.009799890E0	7.518346968E0	1.542636400E-2	1.799999952E0	2.500000000E1
3.891531528E1	1.008792086E0	7.906961691E0	1.465504500E-2	1.799999952E0	2.500000000E1
3.894864536E1	1.010078044E0	8.309775163E0	1.392229200E-2	1.799999952E0	2.500000000E1
3.898197916E1	1.007623033E0	8.725339098E0	1.322617700E-2	1.799999952E0	2.500000000E1
3.904865613E1	1.000636932E0	9.101931759E0	1.256486800E-2	1.799999952E0	2.500000000E1
3.908199032E1	9.979279541E-1	9.533980329E0	1.193662400E-2	1.799999952E0	2.500000000E1
3.911532663E1	9.989156024E-1	1.004200023E1	1.133979200E-2	1.799999952E0	2.500000000E1
3.914866309E1	9.931348362E-1	1.039483219E1	1.077280200E-2	1.799999952E0	2.500000000E1
3.918199940E1	9.877854102E-1	1.093049930E1	1.023416100E-2	1.799999952E0	2.500000000E1
3.921533332E1	9.837541925E-1	1.140708039E1	9.722452000E-3	1.799999952E0	2.500000000E1
3.924867193E1	9.844999678E-1	1.193956847E1	9.236329000E-3	1.799999952E0	2.500000000E1
3.931535293E1	9.717008514E-1	1.226704413E1	8.774512000E-3	1.799999952E0	2.500000000E1
3.934868670E1	9.711243873E-1	1.294663945E1	8.335786000E-3	1.799999952E0	2.500000000E1
3.941535047E1	9.600667570E-1	1.328550993E1	7.918996000E-3	1.799999952E0	2.500000000E1
3.944869090E1	9.548261739E-1	1.380424956E1	7.523046000E-3	1.799999952E0	2.500000000E1
3.948202313E1	9.489970330E-1	1.423322287E1	7.146893000E-3	1.799999952E0	2.500000000E1
3.951536501E1	9.358149510E-1	1.471514834E1	6.789548000E-3	1.799999952E0	2.500000000E1
3.954869512E1	9.357625451E-1	1.541643386E1	6.450070000E-3	1.799999952E0	2.500000000E1
3.964977616E1	9.076891447E-1	1.516966922E1	6.127566000E-3	1.799999952E0	2.500000000E1
3.971689809E1	8.937572562E-1	1.549832387E1	5.821187000E-3	1.799999952E0	2.500000000E1
3.975065716E1	8.801962397E-1	1.673526068E1	5.253620000E-3	1.799999952E0	2.500000000E1
3.978439559E1	8.699932276E-1	1.638042306E1	5.253620000E-3	1.799999952E0	2.500000000E1
3.981772828E1	8.701423826E-1	1.719314259E1	4.990939000E-3	1.799999952E0	2.500000000E1
3.988478536E1	8.659055728E-1	1.775066424E1	4.741392000E-3	1.799999952E0	2.500000000E1
3.991849197E1	8.526589912E-1	1.799555163E1	4.504322000E-3	1.799999952E0	2.500000000E1
3.995216712E1	8.403637771E-1	1.855023524E1	4.279105000E-3	1.799999952E0	2.500000000E1
3.998583739E1	8.325190273E-1	1.895265570E1	4.065149000E-3	1.799999952E0	2.500000000E1
4.001917293E1	8.306807921E-1	1.998663671E1	3.861891000E-3	1.799999952E0	2.500000000E1
4.005311609E1	8.132215880E-1	2.004005917E1	3.668796000E-3	1.799999952E0	2.500000000E1
4.008646520E1	8.114599458E-1	2.117065290E1	3.485356000E-3	1.799999952E0	2.500000000E1
4.015367263E1	7.911587332E-1	2.134866572E1	3.311088000E-3	1.799999952E0	2.500000000E1
4.018726409E1	7.849788764E-1	2.300567903E1	2.988256000E-3	1.799999952E0	2.500000000E1
4.022084062E1	7.770655960E-1	2.375416701E1	2.838843000E-3	1.799999952E0	2.500000000E1
4.025417520E1	7.772107198E-1	2.500907875E1	2.696900000E-3	1.799999952E0	2.500000000E1
4.028774382E1	7.710550503E-1	2.609851520E1	2.562055000E-3	1.799999952E0	2.500000000E1
4.032129339E1	7.659192789E-1	2.556814741E1	2.562055000E-3	1.799999952E0	2.500000000E1
4.035484247E1	7.621379966E-1	2.650666543E1	2.433952000E-3	1.799999952E0	2.500000000E1
4.038838001E1	7.527291344E-1	2.760934181E1	2.312254000E-3	1.799999952E0	2.500000000E1
4.045540924E1	7.451222265E-1	2.812286049E1	2.196641000E-3	1.799999952E0	2.500000000E1
4.048891832E1	7.390028380E-1	2.928462322E1	2.086808000E-3	1.799999952E0	2.500000000E1
4.052241024E1	7.360560178E-1	3.057927954E1	1.982467000E-3	1.799999952E0	2.500000000E1
4.055589993E1	7.333430083E-1	3.190946826E1	1.883343000E-3	1.799999952E0	2.500000000E1
4.058937882E1	7.286264835E-1	3.323665335E1	1.789175000E-3	1.799999952E0	2.500000000E1
4.062271793E1	7.348466525E-1	3.508203273E1	1.699716000E-3	1.799999952E0	2.500000000E1
4.065619512E1	7.262238777E-1	3.647814128E1	1.614730000E-3	1.799999952E0	2.500000000E1
4.072311832E1	7.170246388E-1	3.747014819E1	1.533993000E-3	1.799999952E0	2.500000000E1
4.075645389E1	7.178228199E-1	3.956524687E1	1.457293000E-3	1.799999952E0	2.500000000E1
4.078991516E1	7.122395833E-1	4.095882352E1	1.384428000E-3	1.799999952E0	2.500000000E1
4.082335820E1	7.034676535E-1	4.221659511E1	1.315206000E-3	1.799999952E0	2.500000000E1
4.085679878E1	6.947360359E-1	4.405842855E1	1.249445000E-3	1.799999952E0	2.500000000E1
4.092367078E1	6.856778896E-1	4.444963176E1	1.186972000E-3	1.799999952E0	2.500000000E1
4.095709197E1	6.788086945E-1	4.837201258E1	1.071241000E-3	1.799999952E0	2.500000000E1
4.099043228E1	6.785386029E-1	4.840608291E1	1.071241000E-3	1.799999952E0	2.500000000E1
4.102393832E1	6.633288184E-1	4.880200644E1	1.017678000E-3	1.799999952E0	2.500000000E1
4.105727116E1	6.660781089E-1	5.170013458E1	9.667940000E-4	1.799999952E0	2.500000000E1
4.109069047E1	6.578463622E-1	5.317303081E1	9.184540000E-4	1.799999952E0	2.500000000E1
4.112410062E1	6.508199497E-1	5.815659051E1	8.289040000E-4	1.799999952E0	2.500000000E1
4.115750589E1	6.463896414E-1	5.747467325E1	8.289040000E-4	1.799999952E0	2.500000000E1
4.122424616E1	6.364083462E-1	5.939864227E1	7.874580000E-4	1.799999952E0	2.500000000E1
4.125764697E1	6.291078109E-1	6.056962374E1	7.480850000E-4	1.799999952E0	2.500000000E1
4.132443955E1	6.199771027E-1	6.191073242E1	7.106800000E-4	1.799999952E0	2.500000000E1
4.139126301E1	5.962856360E-1	6.171844272E1	6.751460000E-4	1.799999952E0	2.500000000E1
4.142460651E1	5.989865519E-1	6.513829424E1	6.413880000E-4	1.799999952E0	2.500000000E1
4.145797959E1	5.858246259E-1	6.718364047E1	6.093180000E-4	1.799999952E0	2.500000000E1
4.152470443E1	5.773590686E-1	6.840935883E1	5.788520000E-4	1.799999952E0	2.500000000E1
4.155808874E1	5.688169182E-1	7.026045487E1	5.499090000E-4	1.799999952E0	2.500000000E1
4.162479459E1	5.636327722E-1	7.188673342E1	5.224130000E-4	1.799999952E0	2.500000000E1
4.169150589E1	5.563846427E-1	7.460773378E1	4.962920000E-4	1.799999952E0	2.500000000E1
4.172487989E1	5.481327399E-1	7.697736979E1	4.714770000E-4	1.799999952E0	2.500000000E1
4.175821532E1	5.493541989E-1	8.103197149E1	4.479030000E-4	1.799999952E0	2.500000000E1
4.179154847E1	5.471974974E-1	8.568956458E1	4.255070000E-4	1.799999952E0	2.500000000E1
4.182495274E1	5.276460913E-1	8.576511669E1	4.042310000E-4	1.799999952E0	2.500000000E1
4.189165293E1	5.271542828E-1	8.948838636E1	3.840190000E-4	1.799999952E0	2.500000000E1
4.192502947E1	5.161248710E-1	9.247449404E1	3.648180000E-4	1.799999952E0	2.500000000E1
4.195839189E1	5.072682856E-1	9.458737579E1	3.465770000E-4	1.799999952E0	2.500000000E1
4.202510958E1	4.968999936E-1	9.654145570E1	3.292480000E-4	1.799999952E0	2.500000000E1
4.205844782E1	4.948884159E-1	1.057732630E2	2.971450000E-4	1.799999952E0	2.500000000E1
4.209180489E1	4.881280637E-1	1.042032773E2	2.971450000E-4	1.799999952E0	2.500000000E1
4.212515089E1	4.866969814E-1	1.090829300E2	2.822870000E-4	1.799999952E0	2.500000000E1
4.215850335E1	4.816055534E-1	1.128963672E2	2.681720000E-4	1.799999952E0	2.500000000E1
4.222521897E1	4.679115067E-1	1.152900092E2	2.547630000E-4	1.799999952E0	2.500000000E1
4.225857678E1	4.598410088E-1	1.178841002E2	2.420240000E-4	1.799999952E0	2.500000000E1
4.229193058E1	4.520406024E-1	1.202466656E2	2.299220000E-4	1.799999952E0	2.500000000E1
4.232526720E1	4.510529541E-1	1.267773289E2	2.184250000E-4	1.799999952E0	2.500000000E1
4.235862124E1	4.448811597E-1	1.291365065E2	2.075030000E-4	1.799999952E0	2.500000000E1
4.239197370E1	4.382578689E-1	1.356489089E2	1.971270000E-4	1.799999952E0	2.500000000E1
4.242532589E1	4.353876419E-1	1.390084038E2	1.872700000E-4	1.799999952E0	2.500000000E1
4.249203562E1	4.144978715E-1	1.357966080E2	1.779060000E-4	1.799999952E0	2.500000000E1
4.255872793E1	3.903911894E-1	1.340406469E2	1.690100000E-4	1.799999952E0	2.500000000E1
4.259206393E1	3.929671375E-1	1.476814577E2	1.525310000E-4	1.799999952E0	2.500000000E1
4.262541462E1	3.851062629E-1	1.506981066E2	1.449040000E-4	1.799999952E0	2.500000000E1
4.265876182E1	3.790513738E-1	1.447887568E2	1.449040000E-4	1.799999952E0	2.500000000E1
4.272545897E1	3.625677245E-1	1.388928666E2	1.378860000E-4	1.799999952E0	2.500000000E1
4.275879135E1	3.586574432E-1	1.459368520E2	1.315320000E-4	1.799999952E0	2.500000000E1
4.279213582E1	3.507522252E-1	1.456858158E2	1.259870000E-4	1.799999952E0	2.500000000E1
4.282548174E1	3.363970588E-1	1.388631766E2	1.259870000E-4	1.799999952E0	2.500000000E1
4.285882593E1	3.304308566E-1	1.347517659E2	1.259870000E-4	1.799999952E0	2.500000000E1
4.289216297E1	3.263673891E-1	1.341426680E2	1.259870000E-4	1.799999952E0	2.500000000E1
4.292550889E1	3.147373259E-1	1.285345106E2	1.259870000E-4	1.799999952E0	2.500000000E1
4.295885182E1	3.062072691E-1	1.241036948E2	1.259870000E-4	1.799999952E0	2.500000000E1
4.299219951E1	2.908805792E-1	1.176635989E2	1.259870000E-4	1.799999952E0	2.500000000E1
4.302553989E1	2.879660088E-1	1.161668522E2	1.259870000E-4	1.799999952E0	2.500000000E1
4.305886782E1	2.862124291E-1	1.140275816E2	1.259870000E-4	1.799999952E0	2.500000000E1
4.309220497E1	2.855069659E-1	1.143172745E2	1.259870000E-4	1.799999952E0	2.500000000E1
4.312553955E1	2.827173633E-1	1.162708445E2	1.259870000E-4	1.799999952E0	2.500000000E1
4.315887762E1	2.815523413E-1	1.149857966E2	1.259870000E-4	1.799999952E0	2.500000000E1
4.319221843E1	2.826891447E-1	1.158028791E2	1.259870000E-4	1.799999952E0	2.500000000E1
4.322555220E1	2.810363455E-1	1.145958254E2	1.259870000E-4	1.799999952E0	2.500000000E1
4.325889143E1	2.829632675E-1	1.148520921E2	1.259870000E-4	1.799999952E0	2.500000000E1
4.332556489E1	2.796334817E-1	1.141464300E2	1.259870000E-4	1.799999952E0	2.500000000E1
4.335889897E1	2.758159185E-1	1.130173705E2	1.259870000E-4	1.799999952E0	2.500000000E1
4.339223082E1	2.777670279E-1	1.113274952E2	1.259870000E-4	1.799999952E0	2.500000000E1
4.342556820E1	2.753321723E-1	1.125679751E2	1.259870000E-4	1.799999952E0	2.500000000E1
4.345890620E1	2.715387964E-1	1.104732726E2	1.259870000E-4	1.799999952E0	2.500000000E1
4.349224012E1	2.621218718E-1	1.049059693E2	1.259870000E-4	1.799999952E0	2.500000000E1
4.352557924E1	2.571392866E-1	1.001446065E2	1.259870000E-4	1.799999952E0	2.500000000E1
4.355891608E1	2.488148220E-1	9.608890596E1	1.259870000E-4	1.799999952E0	2.500000000E1
4.359225335E1	2.256998194E-1	8.896543187E1	1.259870000E-4	1.799999952E0	2.500000000E1
4.362558916E1	1.887778960E-1	8.072404032E1	1.259870000E-4	1.799999952E0	2.500000000E1
4.365892285E1	4.704431115E-3	2.599808062E-2	1.259870000E-4	1.799999952E0	2.500000000E1
4.369226662E1	4.176341589E-3	0.000000000E0	1.259870000E-4	1.799999952E0	2.500000000E1
4.375893493E1	4.176341589E-3	0.000000000E0	1.322320000E-4	1.799999952E0	2.500000000E1
4.379226974E1	4.180372807E-3	0.000000000E0	1.387910000E-4	1.799999952E0	2.500000000E1
4.382561185E1	4.152154283E-3	0.000000000E0	1.456760000E-4	1.799999952E0	2.500000000E1
4.389227962E1	4.140060630E-3	0.000000000E0	1.529020000E-4	1.799999952E0	2.500000000E1
4.392561874E1	4.127966976E-3	0.000000000E0	1.684480000E-4	1.799999952E0	2.500000000E1
4.395894605E1	4.111842105E-3	0.000000000E0	1.684480000E-4	1.799999952E0	2.500000000E1
4.399228151E1	4.172310372E-3	0.000000000E0	1.768040000E-4	1.799999952E0	2.500000000E1
4.409226631E1	4.148123065E-3	0.000000000E0	1.855740000E-4	1.799999952E0	2.500000000E1
4.412559235E1	4.140060630E-3	0.000000000E0	1.947790000E-4	1.799999952E0	2.500000000E1
4.415892224E1	4.115873323E-3	0.000000000E0	2.044410000E-4	1.799999952E0	2.500000000E1
4.419224716E1	4.111842105E-3	0.000000000E0	2.252260000E-4	1.799999952E0	2.500000000E1
4.422559466E1	4.144091847E-3	0.000000000E0	2.252260000E-4	1.799999952E0	2.500000000E1
4.425892689E1	4.099748452E-3	0.000000000E0	2.363980000E-4	1.799999952E0	2.500000000E1
4.429224701E1	4.131998194E-3	0.000000000E0	2.481250000E-4	1.799999952E0	2.500000000E1
4.432559051E1	4.131998194E-3	0.000000000E0	2.604330000E-4	1.799999952E0	2.500000000E1
4.435890489E1	4.136029412E-3	0.000000000E0	2.733520000E-4	1.799999952E0	2.500000000E1
4.442553912E1	4.127966976E-3	0.000000000E0	2.869120000E-4	1.799999952E0	2.500000000E1
4.449218916E1	4.107810888E-3	0.000000000E0	3.011450000E-4	1.799999952E0	2.500000000E1
4.452552301E1	4.144091847E-3	0.000000000E0	3.160840000E-4	1.799999952E0	2.500000000E1
4.455884604E1	4.140060630E-3	0.000000000E0	3.317640000E-4	1.799999952E0	2.500000000E1
4.459216612E1	4.148123065E-3	0.000000000E0	3.482220000E-4	1.799999952E0	2.500000000E1
4.462548562E1	4.152154283E-3	0.000000000E0	3.654960000E-4	1.799999952E0	2.500000000E1
4.469214224E1	4.148123065E-3	0.000000000E0	3.836270000E-4	1.799999952E0	2.500000000E1
4.472546981E1	4.095717234E-3	0.000000000E0	4.026570000E-4	1.799999952E0	2.500000000E1
4.475880258E1	4.111842105E-3	0.000000000E0	4.226310000E-4	1.799999952E0	2.500000000E1
4.479210408E1	4.152154283E-3	0.000000000E0	4.435960000E-4	1.799999952E0	2.500000000E1
4.482543204E1	4.095717234E-3	0.000000000E0	4.656010000E-4	1.799999952E0	2.500000000E1
4.489206451E1	4.123935759E-3	0.000000000E0	4.886980000E-4	1.799999952E0	2.500000000E1
4.492538078E1	4.123935759E-3	0.000000000E0	5.129410000E-4	1.799999952E0	2.500000000E1
4.495871558E1	4.123935759E-3	0.000000000E0	5.383860000E-4	1.799999952E0	2.500000000E1
4.499202181E1	4.152154283E-3	0.000000000E0	5.650940000E-4	1.799999952E0	2.500000000E1
4.505864951E1	4.131998194E-3	0.000000000E0	5.931270000E-4	1.799999952E0	2.500000000E1
4.509196185E1	4.107810888E-3	0.000000000E0	6.225500000E-4	1.799999952E0	2.500000000E1
4.512529339E1	4.148123065E-3	0.000000000E0	6.858480000E-4	1.799999952E0	2.500000000E1
4.515860158E1	4.140060630E-3	0.000000000E0	6.858480000E-4	1.799999952E0	2.500000000E1
4.519190481E1	4.168279154E-3	0.000000000E0	7.198710000E-4	1.799999952E0	2.500000000E1
4.525851628E1	4.115873323E-3	0.000000000E0	7.555820000E-4	1.799999952E0	2.500000000E1
4.529185504E1	4.144091847E-3	0.000000000E0	7.930640000E-4	1.799999952E0	2.500000000E1
4.532512012E1	4.148123065E-3	0.000000000E0	8.324060000E-4	1.799999952E0	2.500000000E1
4.535841493E1	4.164247936E-3	0.000000000E0	8.736990000E-4	1.799999952E0	2.500000000E1
4.539171839E1	4.107810888E-3	0.000000000E0	9.170410000E-4	1.799999952E0	2.500000000E1
4.542504851E1	4.136029412E-3	0.000000000E0	9.625330000E-4	1.799999952E0	2.500000000E1
4.549167928E1	4.127966976E-3	0.000000000E0	1.010282000E-3	1.799999952E0	2.500000000E1
4.552497085E1	4.148123065E-3	0.000000000E0	1.113003000E-3	1.799999952E0	2.500000000E1
4.555825974E1	4.115873323E-3	0.000000000E0	1.113003000E-3	1.799999952E0	2.500000000E1
4.559154493E1	4.115873323E-3	0.000000000E0	1.168216000E-3	1.799999952E0	2.500000000E1
4.562483489E1	4.172310372E-3	0.000000000E0	1.226168000E-3	1.799999952E0	2.500000000E1
4.569139020E1	4.172310372E-3	0.000000000E0	1.286995000E-3	1.799999952E0	2.500000000E1
4.572467074E1	4.136029412E-3	0.000000000E0	1.350840000E-3	1.799999952E0	2.500000000E1
4.575794166E1	4.140060630E-3	0.000000000E0	1.417852000E-3	1.799999952E0	2.500000000E1
4.579121185E1	4.107810888E-3	0.000000000E0	1.488188000E-3	1.799999952E0	2.500000000E1
4.582448228E1	4.131998194E-3	0.000000000E0	1.562013000E-3	1.799999952E0	2.500000000E1
4.589108381E1	4.156185501E-3	0.000000000E0	1.639501000E-3	1.799999952E0	2.500000000E1
4.592434554E1	4.160216718E-3	0.000000000E0	1.720833000E-3	1.799999952E0	2.500000000E1
4.595767735E1	4.148123065E-3	0.000000000E0	1.806199000E-3	1.799999952E0	2.500000000E1
4.602418635E1	4.140060630E-3	0.000000000E0	1.895800000E-3	1.799999952E0	2.500000000E1
4.605744424E1	4.172310372E-3	0.000000000E0	2.088557000E-3	1.799999952E0	2.500000000E1
4.609068143E1	4.131998194E-3	0.000000000E0	2.088557000E-3	1.799999952E0	2.500000000E1
4.612393458E1	4.160216718E-3	0.000000000E0	2.192165000E-3	1.799999952E0	2.500000000E1
4.615716647E1	4.160216718E-3	0.000000000E0	2.300913000E-3	1.799999952E0	2.500000000E1
4.619050493E1	4.164247936E-3	0.000000000E0	2.415056000E-3	1.799999952E0	2.500000000E1
4.625695051E1	4.168279154E-3	0.000000000E0	2.534861000E-3	1.799999952E0	2.500000000E1
4.629016397E1	4.180372807E-3	0.000000000E0	2.660609000E-3	1.799999952E0	2.500000000E1
4.632350974E1	4.164247936E-3	0.000000000E0	2.792596000E-3	1.799999952E0	2.500000000E1
4.635658635E1	4.152154283E-3	0.000000000E0	2.931130000E-3	1.799999952E0	2.500000000E1
4.638992539E1	4.148123065E-3	0.000000000E0	3.076537000E-3	1.799999952E0	2.500000000E1
4.642312616E1	4.172310372E-3	0.000000000E0	3.229157000E-3	1.799999952E0	2.500000000E1
4.645631947E1	4.148123065E-3	0.000000000E0	3.389348000E-3	1.799999952E0	2.500000000E1
4.648965647E1	4.164247936E-3	0.000000000E0	3.557486000E-3	1.799999952E0	2.500000000E1
4.652269427E1	4.180372807E-3	0.000000000E0	3.733965000E-3	1.799999952E0	2.500000000E1
4.655602224E1	4.148123065E-3	0.000000000E0	3.919198000E-3	1.799999952E0	2.500000000E1
4.662236039E1	4.156185501E-3	0.000000000E0	4.113620000E-3	1.799999952E0	2.500000000E1
4.665551231E1	4.164247936E-3	0.000000000E0	4.317687000E-3	1.799999952E0	2.500000000E1
4.668865835E1	4.168279154E-3	0.000000000E0	4.531878000E-3	1.799999952E0	2.500000000E1
4.675492043E1	4.180372807E-3	0.000000000E0	4.756694000E-3	1.799999952E0	2.500000000E1
4.678803874E1	4.152154283E-3	0.000000000E0	5.240338000E-3	1.799999952E0	2.500000000E1
4.682114450E1	4.164247936E-3	0.000000000E0	5.500299000E-3	1.799999952E0	2.500000000E1
4.685447950E1	4.152154283E-3	0.000000000E0	5.500299000E-3	1.799999952E0	2.500000000E1
4.688757901E1	4.152154283E-3	0.000000000E0	5.773156000E-3	1.799999952E0	2.500000000E1
4.692066397E1	4.176341589E-3	0.000000000E0	6.059549000E-3	1.799999952E0	2.500000000E1
4.695372770E1	4.160216718E-3	0.000000000E0	6.360150000E-3	1.799999952E0	2.500000000E1
4.698706427E1	4.160216718E-3	0.000000000E0	6.675663000E-3	1.799999952E0	2.500000000E1
4.705285120E1	4.204560114E-3	0.000000000E0	7.006828000E-3	1.799999952E0	2.500000000E1
4.708586951E1	4.172310372E-3	0.000000000E0	7.354421000E-3	1.799999952E0	2.500000000E1
4.711887054E1	4.188435243E-3	0.000000000E0	7.719257000E-3	1.799999952E0	2.500000000E1
4.715219662E1	4.164247936E-3	0.000000000E0	8.102192000E-3	1.799999952E0	2.500000000E1
4.721814235E1	4.224716202E-3	0.000000000E0	8.504124000E-3	1.799999952E0	2.500000000E1
4.725108431E1	4.232778638E-3	0.000000000E0	9.368794000E-3	1.799999952E0	2.500000000E1
4.728400677E1	4.200528896E-3	0.000000000E0	9.368794000E-3	1.799999952E0	2.500000000E1
4.731735024E1	4.216653767E-3	0.000000000E0	9.833559000E-3	1.799999952E0	2.500000000E1
4.735024370E1	4.196497678E-3	0.000000000E0	1.083340100E-2	1.799999952E0	2.500000000E1
4.738312985E1	4.244872291E-3	0.000000000E0	1.083340100E-2	1.799999952E0	2.500000000E1
4.741608197E1	4.232778638E-3	0.000000000E0	1.193490300E-2	1.799999952E0	2.500000000E1
4.744942535E1	4.224716202E-3	0.000000000E0	1.193490300E-2	1.799999952E0	2.500000000E1
4.751609677E1	4.301309340E-3	0.000000000E0	1.252696700E-2	1.799999952E0	2.500000000E1
4.754943612E1	4.313402993E-3	0.000000000E0	1.314840200E-2	1.799999952E0	2.500000000E1
4.758278458E1	4.293246904E-3	0.000000000E0	1.380066500E-2	1.799999952E0	2.500000000E1
4.761610624E1	4.317434211E-3	0.000000000E0	1.448528600E-2	1.799999952E0	2.500000000E1
4.764944012E1	4.333559082E-3	0.000000000E0	1.520386900E-2	1.799999952E0	2.500000000E1
4.771611966E1	4.317434211E-3	0.000000000E0	1.595810000E-2	1.799999952E0	2.500000000E1
4.774944935E1	4.317434211E-3	0.000000000E0	1.674974600E-2	1.799999952E0	2.500000000E1
4.778279027E1	4.402089783E-3	0.000000000E0	1.758066400E-2	1.799999952E0	2.500000000E1
4.781611789E1	4.369840041E-3	0.000000000E0	1.845280200E-2	1.799999952E0	2.500000000E1
4.784945477E1	4.377902477E-3	0.000000000E0	1.936820500E-2	1.799999952E0	2.500000000E1
4.791613393E1	4.482714138E-3	0.000000000E0	2.032901900E-2	1.799999952E0	2.500000000E1
4.794946377E1	4.510932663E-3	0.000000000E0	2.239600400E-2	1.799999952E0	2.500000000E1
4.798280070E1	4.498839009E-3	0.000000000E0	2.239600400E-2	1.799999952E0	2.500000000E1
4.801613893E1	4.547213622E-3	0.000000000E0	2.350702100E-2	1.799999952E0	2.500000000E1
4.808280831E1	4.539151187E-3	0.000000000E0	2.467315300E-2	1.799999952E0	2.500000000E1
4.811615824E1	4.514963880E-3	0.000000000E0	2.589713400E-2	1.799999952E0	2.500000000E1
4.814948958E1	4.494807792E-3	0.000000000E0	2.718183400E-2	1.799999952E0	2.500000000E1
4.821615643E1	4.531088751E-3	0.000000000E0	2.853026600E-2	1.799999952E0	2.500000000E1
4.824948850E1	4.571400929E-3	0.000000000E0	2.994559000E-2	1.799999952E0	2.500000000E1
4.828282939E1	4.704431115E-3	0.000000000E0	3.299035600E-2	1.799999952E0	2.500000000E1
4.831616412E1	4.744743292E-3	0.000000000E0	3.462693600E-2	1.799999952E0	2.500000000E1
4.834950246E1	4.764899381E-3	0.000000000E0	3.641136600E-2	1.799999952E0	2.500000000E1
4.838283493E1	4.785055470E-3	0.000000000E0	3.838444900E-2	1.799999952E0	2.500000000E1
4.841617739E1	4.857617389E-3	0.000000000E0	3.838444900E-2	1.799999952E0	2.500000000E1
4.844950916E1	4.897929567E-3	0.000000000E0	4.057716400E-2	1.799999952E0	2.500000000E1
4.848284639E1	4.889867131E-3	0.000000000E0	4.302755200E-2	1.799999952E0	2.500000000E1
4.851618893E1	5.059178277E-3	0.000000000E0	4.578282600E-2	1.799999952E0	2.500000000E1
4.855193770E1	5.119646543E-3	0.000000000E0	4.890226700E-2	1.799999952E0	2.500000000E1
4.862739339E1	5.204302116E-3	0.000000000E0	5.246128000E-2	1.799999952E0	2.500000000E1
4.866585339E1	5.224458204E-3	0.000000000E0	6.131761900E-2	1.799999952E0	2.500000000E1
4.870753800E1	5.317176213E-3	0.000000000E0	6.131761900E-2	1.799999952E0	2.500000000E1
4.875107335E1	5.421987874E-3	0.000000000E0	3.512242500E-2	1.799999952E0	5.000000000E1
4.879862058E1	5.413925439E-3	0.000000000E0	3.695828900E-2	1.799999952E0	5.000000000E1
4.885134827E1	5.526799536E-3	0.000000000E0	3.899109200E-2	1.799999952E0	5.000000000E1
4.890389477E1	5.571142931E-3	0.000000000E0	4.125366300E-2	1.799999952E0	5.000000000E1
4.896638962E1	5.837203302E-3	0.000000000E0	4.378643800E-2	1.799999952E0	5.000000000E1
