"t"	"x"	"y"	"z"	"magnitud"
5.455862077E0	-3.925528336E1	-3.345741653E1	-2.977081299E1	5.955398642E1
5.464146731E0	-3.649044037E1	-3.141111374E1	-3.272197723E1	5.821458665E1
5.472381846E0	-3.067177582E1	-2.879963684E1	-3.261298752E1	5.323329662E1
5.480615731E0	-2.273860168E1	-2.512671661E1	-2.978110504E1	4.511441135E1
5.488852038E0	-1.204799747E1	-1.931645775E1	-2.418626976E1	3.321528907E1
5.497088769E0	-2.176375866E0	-1.285832119E1	-1.773093796E1	2.201043381E1
5.505325500E0	7.046512127E0	-6.906547546E0	-1.118079758E1	1.491187334E1
5.513560538E0	1.520207500E1	-1.440153599E0	-5.380449295E0	1.619031690E1
5.521795153E0	2.111895752E1	4.320136070E0	-1.005712032E0	2.157974511E1
5.530030653E0	2.471545601E1	1.037055588E1	1.253963947E0	2.683234281E1
5.538264615E0	2.435651016E1	1.457110786E1	2.002162933E0	2.845286327E1
5.546500076E0	2.326618004E1	1.583106613E1	6.005477905E-2	2.814145332E1
5.554736538E0	2.216895103E1	1.544058895E1	-4.266638756E-1	2.701955254E1
5.563011923E0	2.021664619E1	1.416559505E1	2.748574734E0	2.483810640E1
5.571246653E0	1.769235802E1	1.162918854E1	7.082411766E0	2.232527972E1
5.579483230E0	1.440627289E1	8.945381165E0	1.133011436E1	2.039441184E1
5.587719769E0	1.063989067E1	5.929764748E0	1.461097050E1	1.902235112E1
5.595956422E0	6.385770798E0	3.078548431E0	1.586630249E1	1.737800575E1
5.604193307E0	2.571711540E0	1.854658127E-1	1.648860931E1	1.668898843E1
5.612429461E0	-9.250056744E-1	-2.047986507E0	1.724815369E1	1.739392681E1
5.620663307E0	-2.931997299E0	-3.371393681E0	1.630522156E1	1.690630514E1
5.628897038E0	-4.026590347E0	-4.430946350E0	1.420315552E1	1.541351167E1
5.637131615E0	-4.705450535E0	-4.872654915E0	1.104749012E1	1.295882204E1
5.645366345E0	-5.323518753E0	-4.804083824E0	7.220818996E0	1.017640901E1
5.653603114E0	-5.279657364E0	-4.381790161E0	2.311289787E0	7.239953548E0
5.661840653E0	-4.890502453E0	-3.534559965E0	-2.178468704E0	6.415282869E0
5.670075845E0	-4.136437893E0	-2.511588097E0	-5.931937218E0	7.655460297E0
5.678309037E0	-3.461848736E0	-1.593191147E0	-8.497012138E0	9.312457784E0
5.686544422E0	-2.720871687E0	-9.579586983E-1	-9.165831566E0	9.609021589E0
5.694780191E0	-2.106433868E0	-3.940792084E-1	-8.065097809E0	8.344948456E0
5.703023807E0	-1.560120225E0	-3.411049843E-1	-6.269469738E0	6.469666029E0
5.711259153E0	-1.270232081E0	-4.977793694E-1	-4.395823002E0	4.602665935E0
5.719495845E0	-1.168402076E0	-6.881732941E-1	-2.632304192E0	2.961042257E0
5.727732383E0	-1.095442176E0	-8.348755836E-1	-9.467186928E-1	1.671312982E0
5.735968883E0	-1.160020590E0	-7.806062698E-1	4.733796120E-1	1.476171458E0
5.744204922E0	-1.067599773E0	-6.036720276E-1	1.227453709E0	1.735174861E0
5.752442345E0	-8.949832916E-1	-3.337240219E-1	1.272674084E0	1.591246725E0
5.760680729E0	-9.345921278E-1	-2.073764801E-3	4.066710472E-1	1.019238974E0
5.768918537E0	-1.079913735E0	3.209180832E-1	-7.044191360E-1	1.328686724E0
5.777154383E0	-1.164684772E0	6.387443542E-1	-1.703406811E0	2.160111046E0
5.785390922E0	-1.074880004E0	6.547732353E-1	-2.125539780E0	2.470225570E0
5.793627537E0	-8.311154842E-1	5.129590034E-1	-2.074741364E0	2.293127038E0
5.801864537E0	-6.060886383E-1	2.831120491E-1	-1.526418686E0	1.666568293E0
5.810098922E0	-4.008758068E-1	-2.919435501E-2	-4.559559822E-1	6.078236426E-1
5.818335460E0	-2.199618816E-1	-4.058499336E-1	8.284626007E-1	9.483921545E-1
5.826570652E0	-5.550646782E-2	-5.738096237E-1	1.677991867E0	1.774259045E0
5.834804768E0	1.018302441E-1	-6.468853951E-1	2.237146378E0	2.331019954E0
5.843039345E0	2.170698643E-1	-6.270189285E-1	2.557529449E0	2.642201534E0
5.851273268E0	1.253135204E-1	-5.986056328E-1	2.641773701E0	2.711641655E0
5.859508806E0	2.498364449E-2	-6.486115456E-1	2.482055664E0	2.565525568E0
5.867743844E0	-6.860113144E-2	-6.533012390E-1	2.216371536E0	2.311668534E0
5.875978960E0	-1.403033733E-1	-6.091799736E-1	1.855530262E0	1.958003532E0
5.884213844E0	-2.794032097E-1	-5.576076508E-1	1.380904198E0	1.515219076E0
5.892448921E0	-4.412448406E-1	-5.958428383E-1	8.526687622E-1	1.129942350E0
5.900684767E0	-4.862790108E-1	-5.771322250E-1	4.415760040E-1	8.743787788E-1
5.908920575E0	-4.159104824E-1	-4.402837753E-1	-3.084325790E-2	6.064508544E-1
5.917157844E0	-3.079104424E-1	-3.757257462E-1	-5.881981850E-1	7.628602635E-1
5.925395421E0	-2.246043682E-1	-3.829312325E-1	-9.533081055E-1	1.051608195E0
5.933633729E0	-2.234420776E-1	-3.498835564E-1	-1.074883461E0	1.152267035E0
5.941870190E0	-3.788313866E-1	-2.501263618E-1	-1.012961388E0	1.110030265E0
5.950115536E0	-4.889979362E-1	-2.179675102E-1	-8.400268555E-1	9.961294771E-1
5.958352921E0	-5.399653912E-1	-2.522449493E-1	-6.794624329E-1	9.038027084E-1
5.966590806E0	-5.924789906E-1	-2.666058540E-1	-5.340628624E-1	8.410310200E-1
5.974827267E0	-6.935451031E-1	-2.791528702E-1	-5.531249046E-1	9.299883306E-1
5.983062652E0	-7.597082853E-1	-2.460260391E-1	-8.015828133E-1	1.131468293E0
5.991298190E0	-8.414487839E-1	-1.162514687E-1	-9.989318848E-1	1.311264798E0
5.999532767E0	-6.376247406E-1	8.003759384E-2	-1.158448696E0	1.324754584E0
6.007767805E0	-2.873780727E-1	2.666020393E-1	-1.109498501E0	1.176711404E0
6.016003921E0	-5.156064034E-2	3.370223045E-1	-7.013101578E-1	7.797938643E-1
6.024238305E0	-6.370544434E-2	2.469954491E-1	-2.476453781E-1	3.555184507E-1
6.032472536E0	-2.581415176E-1	6.106758118E-2	-6.642723083E-2	2.734572537E-1
6.040706767E0	-4.839284420E-1	-2.595343590E-1	-1.262707710E-1	5.634617361E-1
6.048941151E0	-9.287172556E-1	-6.990585327E-1	-3.104214668E-1	1.203145901E0
6.057175228E0	-1.664721012E0	-8.881983757E-1	-5.910234451E-1	1.977245841E0
6.065412036E0	-2.333528519E0	-9.623770714E-1	-9.139142036E-1	2.684541701E0
6.073648459E0	-2.627118587E0	-1.134367466E0	-1.050994396E0	3.048463685E0
6.081885574E0	-2.940363646E0	-1.295917749E0	-1.060166359E0	3.383650970E0
6.090122536E0	-3.569660664E0	-1.480289459E0	-9.270462990E-1	3.974059508E0
6.098358497E0	-3.895983696E0	-1.959450722E0	-6.818795204E-1	4.413965991E0
6.106593459E0	-4.684394360E0	-2.839563847E0	-5.066962242E-1	5.501219357E0
6.114828267E0	-5.354098320E0	-3.837827682E0	-3.017935753E-1	6.594419573E0
6.123062459E0	-5.081942558E0	-4.699752331E0	5.318927765E-2	6.922184716E0
6.131297382E0	-5.056002617E0	-5.247853756E0	5.514378548E-1	7.308024029E0
6.139531920E0	-4.773012161E0	-6.129570484E0	7.456169128E-1	7.804436174E0
6.147765997E0	-4.612643242E0	-7.032546997E0	2.009859085E-1	8.412704100E0
6.156001574E0	-4.013884068E0	-7.072618484E0	-1.360628605E0	8.245271841E0
6.164238728E0	-2.902555704E0	-7.088510990E0	-2.987512589E0	8.221742464E0
6.172476459E0	-1.835327148E0	-7.450677395E0	-4.511467934E0	8.901368563E0
6.180713536E0	-7.357258797E-1	-7.603632927E0	-5.290404320E0	9.292195872E0
6.188948382E0	2.390932083E0	-7.142724991E0	-6.051059246E0	9.661800791E0
6.197192920E0	5.365884781E0	-6.315557957E0	-5.739980221E0	1.008099026E1
6.205429728E0	1.022292995E1	-4.657518864E0	-4.579426765E0	1.213144379E1
6.213666458E0	1.442786217E1	-1.854176521E0	-4.528017521E0	1.523496373E1
6.221901228E0	1.669159317E1	1.100803137E0	-4.593866825E0	1.734718025E1
6.230136266E0	1.750153542E1	3.148946285E0	-4.046245575E0	1.823709702E1
6.238372766E0	1.753060913E1	4.445681572E0	-3.452615976E0	1.841213997E1
6.246609535E0	1.745038605E1	5.582731724E0	-3.064319134E0	1.857613842E1
6.254844189E0	1.904769707E1	6.556660652E0	-2.832996368E0	2.034282259E1
6.263078343E0	2.155072403E1	8.021217346E0	-2.242129564E0	2.310412904E1
6.271316304E0	2.447935867E1	9.748781204E0	-1.695462465E0	2.640364234E1
6.279554535E0	2.662083435E1	1.074063206E1	-1.709428430E0	2.875677562E1
6.287791689E0	2.715405273E1	1.064427662E1	-2.018327236E0	2.923554086E1
6.296028304E0	2.643499756E1	9.344818115E0	-1.712200284E0	2.809032487E1
6.304263997E0	2.421158791E1	6.940558434E0	-9.969933033E-1	2.520647409E1
6.312498535E0	2.190736008E1	3.387794018E0	2.158025503E-1	2.216881018E1
6.320734189E0	2.007183456E1	-5.676496029E-2	2.281746149E0	2.020119131E1
6.328969727E0	1.857739067E1	-3.384335041E0	4.004999161E0	1.930319109E1
6.337204920E0	1.767705536E1	-6.493701935E0	4.475612164E0	1.935658945E1
6.345441573E0	1.664579391E1	-9.209442139E0	3.832611322E0	1.940580298E1
6.353678150E0	1.536923599E1	-1.219707680E1	2.158473969E0	1.973932895E1
6.361913496E0	1.493972206E1	-1.514095497E1	6.309615970E-1	2.128008283E1
6.370149919E0	1.385964203E1	-1.825829506E1	-5.026338696E-1	2.292831560E1
6.378386458E0	1.230927277E1	-2.168592072E1	-1.199395657E0	2.496469313E1
6.386624689E0	9.234696388E0	-2.559808731E1	-1.482495427E0	2.725324722E1
6.394860035E0	2.601164341E0	-2.920881271E1	-1.479768634E0	2.936171847E1
6.403093227E0	-2.960199833E0	-3.063518524E1	-1.287605882E0	3.080479324E1
6.411328265E0	-7.587939739E0	-3.193726730E1	-1.404938698E0	3.285634984E1
6.419562227E0	-1.295430946E1	-3.422262955E1	-1.837467909E0	3.663848789E1
6.427795727E0	-2.045777512E1	-3.601428223E1	-1.669808984E0	4.145283282E1
6.436029573E0	-3.025455093E1	-3.780377197E1	5.267863274E-1	4.842252091E1
6.444273958E0	-3.880179596E1	-3.627784729E1	4.151988983E0	5.328133431E1
6.452509573E0	-4.444013977E1	-3.395478439E1	9.048666954E0	5.665449479E1
6.460745265E0	-4.620513153E1	-3.362630844E1	1.244509029E1	5.848523807E1
6.468979496E0	-4.514992142E1	-3.373688507E1	1.394381618E1	5.806137122E1
6.477216111E0	-4.057055664E1	-3.409592819E1	1.142295551E1	5.421241830E1
6.485453381E0	-3.381665802E1	-3.580070496E1	6.344820023E0	4.965393817E1
6.493688304E0	-2.573243713E1	-3.775055695E1	2.600531578E-1	4.568731222E1
6.501922265E0	-1.667491722E1	-3.982768631E1	-5.705031395E0	4.355278228E1
6.510157496E0	-6.928686619E0	-4.047859955E1	-1.085369682E1	4.247736402E1
6.518392419E0	3.077436924E0	-3.844155884E1	-1.446096897E1	4.118669309E1
6.526626573E0	9.289762497E0	-3.570995331E1	-1.399818039E1	3.946453480E1
6.534861496E0	1.314981651E1	-3.308448029E1	-1.019503689E1	3.703294867E1
6.543095573E0	1.571553421E1	-3.023895836E1	-5.737594604E0	3.455853889E1
6.551330611E0	1.863512039E1	-2.717918587E1	-1.328284621E0	3.298090654E1
6.559565149E0	2.264915276E1	-2.415977859E1	3.802181244E0	3.333370073E1
6.567798534E0	2.944370270E1	-2.098733521E1	6.707000732E0	3.677477024E1
6.576032457E0	3.725009155E1	-1.596494865E1	7.122321129E0	4.114822432E1
6.584267034E0	4.331084442E1	-9.825007439E0	8.258102417E0	4.517251677E1
6.592501688E0	4.708929443E1	-3.563860893E0	9.345561981E0	4.813982014E1
6.600736611E0	4.715289307E1	3.292317629E0	9.862033844E0	4.828555055E1
6.608971842E0	4.599015808E1	8.841416359E0	1.035718060E1	4.796390803E1
6.617206803E0	4.564098358E1	1.295068359E1	1.129716301E1	4.876930879E1
6.625441726E0	4.682698059E1	1.544362068E1	1.152817631E1	5.063763798E1
6.633677918E0	4.761922836E1	1.641762924E1	1.118428421E1	5.159668277E1
6.641914380E0	4.643079376E1	1.657611275E1	8.703893661E0	5.006339869E1
6.650151341E0	4.374804306E1	1.534109974E1	4.975391388E0	4.662612071E1
6.658388226E0	3.956428528E1	1.243530560E1	2.484460592E0	4.154686558E1
6.666624649E0	3.396780396E1	8.336142540E0	1.482879639E0	3.500716941E1
6.674861034E0	2.882671547E1	4.035320759E0	1.765380144E0	2.916127407E1
6.683097187E0	2.418969727E1	-3.931155205E-1	3.287048578E0	2.441517319E1
6.691342995E0	2.132733917E1	-4.419169903E0	4.830346107E0	2.230956527E1
6.699576995E0	1.911737061E1	-8.399914742E0	6.213806152E0	2.178632170E1
6.707811687E0	1.695816422E1	-1.201359081E1	7.180025101E0	2.198768879E1
6.716047264E0	1.550162506E1	-1.512815857E1	7.664222717E0	2.297611523E1
6.724283457E0	1.438618469E1	-1.857754517E1	7.521789551E0	2.467113318E1
6.732520072E0	1.314607525E1	-2.173464203E1	6.589500427E0	2.624186492E1
6.740756649E0	1.137618828E1	-2.449116516E1	5.175740242E0	2.749587456E1
6.748993341E0	9.230250359E0	-2.685687065E1	3.613230467E0	2.862768690E1
6.757228956E0	7.600195885E0	-2.895950890E1	1.567485809E0	2.998121320E1
6.765465226E0	5.599035740E0	-3.094163895E1	-8.064694405E-1	3.145448481E1
6.773699879E0	2.741777420E0	-3.265238190E1	-2.492888451E0	3.286198229E1
6.781935187E0	-1.313502908E0	-3.479343796E1	-4.590221405E0	3.511949241E1
6.790170649E0	-7.230494022E0	-3.701547241E1	-6.852754593E0	3.833256432E1
6.798405533E0	-1.535104465E1	-3.883724976E1	-9.059076309E0	4.273234611E1
6.806639533E0	-2.683965683E1	-3.988285828E1	-1.098054409E1	4.931107291E1
6.814873764E0	-3.807652664E1	-3.810602570E1	-9.426105499E0	5.468768180E1
6.823109225E0	-4.689338303E1	-3.640537262E1	-6.858407497E0	5.976100970E1
6.831344033E0	-5.157981491E1	-3.514737320E1	-3.665479422E0	6.252400250E1
6.839580033E0	-5.182173157E1	-3.375618744E1	-7.276694775E-1	6.185063909E1
6.847817687E0	-4.621099854E1	-3.446013641E1	1.679753780E0	5.766956702E1
6.856053802E0	-3.880539703E1	-3.562139893E1	2.424451351E0	5.273159266E1
6.864287610E0	-3.147429276E1	-3.646237183E1	1.276675224E0	4.818470259E1
6.872522379E0	-2.414932251E1	-3.804516220E1	-2.231768131E0	4.511767873E1
6.880756994E0	-1.654451752E1	-3.979787064E1	-6.774298668E0	4.362892033E1
6.888992725E0	-7.913187027E0	-4.098236847E1	-1.140671921E1	4.326992370E1
6.897229264E0	-4.424481392E-1	-4.107955551E1	-1.418050766E1	4.346046984E1
6.905464302E0	6.135124683E0	-4.022875214E1	-1.561969185E1	4.358861120E1
6.913699302E0	1.057823944E1	-3.838845825E1	-1.402990532E1	4.221861106E1
6.921934263E0	1.307941341E1	-3.613735962E1	-9.458006859E0	3.957819740E1
6.930170340E0	1.618453598E1	-3.402103043E1	-5.323465347E0	3.804877133E1
6.938415571E0	2.061869431E1	-3.205635834E1	-2.366568565E0	3.818823525E1
6.946651571E0	2.553179550E1	-3.037541771E1	1.227025986E0	3.969942286E1
6.954887148E0	3.230936813E1	-2.769128418E1	5.072544575E0	4.285362525E1
6.963122263E0	4.012813950E1	-2.202387428E1	9.781946182E0	4.680817331E1
6.971357533E0	4.790303802E1	-1.487949753E1	1.536787701E1	5.246210196E1
6.979592263E0	5.628190231E1	-9.138537407E0	1.946907806E1	6.025122733E1
6.987828379E0	5.943457031E1	-2.834144115E0	2.257431793E1	6.364039874E1
6.996063840E0	5.820231628E1	5.374747276E0	2.536215210E1	6.371527516E1
7.004299494E0	5.668615723E1	1.082427692E1	2.612749863E1	6.334928237E1
7.012534840E0	5.463208771E1	1.304606152E1	2.398727798E1	6.107580727E1
7.020770340E0	5.120787811E1	1.345097923E1	1.776912689E1	5.584726935E1
7.029006148E0	4.655786896E1	1.272897243E1	1.061487770E1	4.942001143E1
7.037242186E0	4.162723160E1	1.052348137E1	4.562232018E0	4.317851354E1
7.045478071E0	3.573986816E1	7.881928444E0	2.217860222E-1	3.659934646E1
7.053713609E0	2.917007065E1	4.886942387E0	-2.509680510E0	2.968288604E1
7.061951532E0	2.214805984E1	1.442249656E0	-1.992354155E0	2.228421221E1
7.070189571E0	1.725527573E1	-1.765237808E0	-2.614200115E-1	1.734730369E1
7.078426724E0	1.399057865E1	-5.097694397E0	2.327155590E0	1.507111251E1
7.086664263E0	1.151364517E1	-8.538373947E0	5.060277939E0	1.520112718E1
7.094900378E0	9.140331268E0	-1.221808052E1	8.402765274E0	1.741934590E1
7.103136186E0	4.879853249E0	-1.619554520E1	1.262929821E1	2.110942503E1
7.111371840E0	-4.126715660E-1	-1.909616280E1	1.580162239E1	2.478961479E1
7.119607032E0	-7.364085197E0	-2.150838470E1	1.743587494E1	2.865048164E1
7.127844455E0	-1.595235825E1	-2.349164772E1	1.700309372E1	3.309743861E1
7.136081070E0	-2.504784012E1	-2.447737312E1	1.384035301E1	3.765755517E1
7.144318224E0	-3.534272385E1	-2.519519615E1	8.124818802E0	4.415788399E1
7.152554263E0	-4.373555756E1	-2.537413979E1	4.697993279E0	5.078107035E1
7.160790147E0	-5.087404251E1	-2.386530304E1	4.494866371E0	5.637308502E1
7.169026916E0	-5.361075592E1	-2.204803276E1	7.483489990E0	5.844853738E1
7.177263878E0	-5.073866272E1	-2.216127396E1	1.130543518E1	5.650970556E1
7.185510416E0	-4.377073669E1	-2.321789169E1	1.468788719E1	5.167864081E1
7.193748147E0	-3.681196594E1	-2.417019081E1	1.530297756E1	4.662081169E1
7.201984878E0	-2.933652306E1	-2.541874313E1	1.303437042E1	4.094678131E1
7.210222609E0	-2.213008118E1	-2.644622803E1	8.791313171E0	3.558694504E1
7.218460108E0	-1.453920364E1	-2.707631683E1	3.704843044E0	3.095547186E1
7.226697070E0	-7.918379307E0	-2.728876114E1	4.869294167E-2	2.841442567E1
7.234934762E0	-2.011719227E0	-2.738707542E1	-1.941156268E0	2.752938434E1
7.243170762E0	3.730392456E0	-2.769724846E1	-2.722893000E0	2.807966428E1
7.251406685E0	9.808289528E0	-2.864754486E1	-2.625971079E0	3.039375091E1
7.259643378E0	1.710785484E1	-2.952577209E1	-1.672596693E0	3.416500395E1
7.267879531E0	2.368862152E1	-2.921478462E1	-8.657774925E-1	3.762185536E1
7.276114916E0	2.926972198E1	-2.761915779E1	-1.274271727E0	4.026360976E1
7.284350454E0	3.267321014E1	-2.551572990E1	-3.278340340E0	4.158531771E1
7.292586301E0	3.439570618E1	-2.335697365E1	-4.485914230E0	4.181789387E1
7.300822570E0	3.457957077E1	-2.025955200E1	-7.041621685E0	4.069128405E1
7.309059108E0	3.270053101E1	-1.703687286E1	-9.679761887E0	3.812187765E1
7.317294647E0	2.949959755E1	-1.392538834E1	-1.200800228E1	3.476111067E1
7.325530493E0	2.574974442E1	-1.133722496E1	-1.365170574E1	3.127220934E1
7.333767454E0	2.231636810E1	-9.324501991E0	-1.400230122E1	2.794693296E1
7.342003839E0	1.927952385E1	-8.292772293E0	-1.303718758E1	2.470705106E1
7.350240685E0	1.648599243E1	-8.238327026E0	-1.126193905E1	2.159836220E1
7.358477877E0	1.325938702E1	-8.259067535E0	-9.581786156E0	1.832577874E1
7.366714223E0	1.013248730E1	-8.392192841E0	-7.810911655E0	1.530054053E1
7.374950916E0	7.406242371E0	-8.721862793E0	-6.421409130E0	1.312089219E1
7.383187262E0	4.402931213E0	-8.973355293E0	-5.967844963E0	1.164139519E1
7.391424416E0	2.066833496E0	-8.899223328E0	-6.523392677E0	1.122598007E1
7.399661069E0	1.111328125E0	-8.761272430E0	-6.420265675E0	1.091855101E1
7.407898839E0	6.173896790E-2	-8.556743622E0	-5.573214531E0	1.021187511E1
7.416134762E0	-1.256861687E0	-8.487501144E0	-3.836263657E0	9.398632657E0
7.424371069E0	-2.294686794E0	-8.497682571E0	-1.245852232E0	8.889788769E0
7.432614608E0	-3.056647778E0	-8.029837608E0	9.815191031E-1	8.647818650E0
7.440849069E0	-3.662132263E0	-7.162277699E0	3.030066252E0	8.595972082E0
7.449084915E0	-4.326092243E0	-6.150609493E0	5.095175743E0	9.083275130E0
7.457321800E0	-4.560690403E0	-5.044095039E0	7.006568909E0	9.763954096E0
7.465558761E0	-4.731334209E0	-3.316746950E0	8.860447884E0	1.057798991E1
7.473794761E0	-4.930838585E0	-1.896542549E0	1.036144543E1	1.163054574E1
7.482031915E0	-4.875781536E0	-6.815534234E-1	1.187189865E1	1.285222698E1
7.490270069E0	-4.459886551E0	8.274529576E-1	1.365175915E1	1.438561067E1
7.498506954E0	-3.936754704E0	2.933184862E0	1.497522831E1	1.575941223E1
7.506743300E0	-3.294977188E0	5.650970459E0	1.578249645E1	1.708442379E1
7.514979492E0	-2.805869579E0	8.287164688E0	1.721719360E1	1.931273565E1
7.523215992E0	-2.542382240E0	1.122268295E1	1.932853508E1	2.249454575E1
7.531451761E0	-2.347310066E0	1.422759533E1	2.132087326E1	2.573934673E1
7.539687915E0	-2.325488567E0	1.705089378E1	2.249132347E1	2.831961348E1
7.547924376E0	-1.932697296E0	2.006823349E1	2.272283745E1	3.037756830E1
7.556160992E0	-1.117879868E0	2.209387016E1	2.193795776E1	3.115546092E1
7.564397684E0	1.331777573E-1	2.313112450E1	2.075198936E1	3.107590255E1
7.572635723E0	1.404422760E0	2.357422638E1	1.939070320E1	3.055676559E1
7.580874299E0	2.190525055E0	2.346973419E1	1.824645996E1	2.980872564E1
7.589111107E0	3.526021004E0	2.237792397E1	1.712277222E1	2.839707086E1
7.597348299E0	4.896653175E0	2.100120163E1	1.610608673E1	2.691530628E1
7.605585184E0	5.990577698E0	1.925540543E1	1.493866444E1	2.509624184E1
7.613821530E0	6.737195015E0	1.733146667E1	1.339190292E1	2.291533543E1
7.622057838E0	7.212491989E0	1.545315933E1	1.148458481E1	2.056005502E1
7.630296261E0	7.428632736E0	1.342958641E1	9.060764313E0	1.782234063E1
7.638534145E0	7.072531700E0	1.161741161E1	7.010738373E0	1.530148391E1
7.646771838E0	6.457744598E0	9.777163506E0	5.268168926E0	1.284713958E1
7.655010607E0	5.887159348E0	8.076590538E0	4.041785717E0	1.078081591E1
7.663248338E0	5.448848724E0	6.603012085E0	3.269371986E0	9.163979168E0
7.671483876E0	5.207050323E0	5.180745602E0	2.557035446E0	7.777655709E0
7.679728607E0	4.996788979E0	3.969279766E0	2.112778902E0	6.722121439E0
7.687965991E0	4.555868149E0	2.834362030E0	1.766612172E0	5.648934525E0
7.696204376E0	3.932023048E0	1.854529023E0	1.446483135E0	4.581746022E0
7.704441299E0	3.388683319E0	1.146546841E0	1.214576244E0	3.777954440E0
7.712677914E0	2.961200714E0	6.664010882E-1	1.067757845E0	3.217593339E0
7.720914337E0	3.148624420E0	6.427558064E-1	1.071855903E0	3.387601783E0
7.729150607E0	3.524724007E0	7.157102227E-1	9.272662401E-1	3.714262124E0
7.737388453E0	4.619501114E0	1.593584716E-1	4.889181256E-1	4.648034703E0
7.745625914E0	5.350809097E0	-1.610678673E0	-2.331829071E-2	5.588021790E0
7.753863453E0	6.485034943E0	-3.975262642E0	-6.085222960E-2	7.606713763E0
7.762101145E0	8.875044823E0	-5.751474857E0	4.473357499E-1	1.058517798E1
7.770338529E0	1.206692410E1	-7.167307854E0	1.019001007E0	1.407193384E1
7.778577029E0	1.440963840E1	-8.774123192E0	1.109735250E0	1.690723008E1
7.786813991E0	1.533274269E1	-1.060747623E1	6.977028847E-1	1.865739370E1
7.795051568E0	1.523777103E1	-1.217513275E1	-7.841981053E-1	1.952020723E1
7.803288375E0	1.413971996E1	-1.336047173E1	-2.633062601E0	1.963076422E1
7.811525222E0	1.242516422E1	-1.517882919E1	-4.391944408E0	2.010151082E1
7.819761837E0	9.181480408E0	-1.702966690E1	-5.087317467E0	2.000474784E1
7.827998106E0	5.742435455E0	-1.802705383E1	-4.884643078E0	1.953995836E1
7.836234375E0	2.840930939E0	-1.763322449E1	-2.625375271E0	1.805253693E1
7.844469298E0	1.739288807E0	-1.655182648E1	-6.061475277E-1	1.665399352E1
7.852705568E0	1.370684624E0	-1.551452065E1	1.302573919E0	1.562932583E1
7.860942568E0	8.677539825E-1	-1.452616882E1	2.801962376E0	1.481936472E1
7.869179144E0	3.751897812E-2	-1.337261581E1	3.538474083E0	1.383289775E1
7.877415837E0	-4.863924980E-1	-1.207463360E1	4.520886898E0	1.290239406E1
7.885652337E0	-6.329817772E-1	-1.065425396E1	5.182148933E0	1.186458853E1
7.893889760E0	-7.355053425E-1	-9.227249146E0	5.258589745E0	1.064593166E1
7.902126029E0	-7.347841263E-1	-8.058591843E0	4.861672878E0	9.440162783E0
7.910362606E0	-7.675848007E-1	-7.180874348E0	4.089810848E0	8.299439475E0
7.918599337E0	-9.648175240E-1	-6.346378326E0	2.960127354E0	7.068928113E0
7.926844144E0	-1.404695749E0	-5.615305901E0	1.891116142E0	6.089429429E0
7.935080260E0	-1.823980808E0	-4.920913696E0	8.768773079E-1	5.320828075E0
7.943317798E0	-1.874752283E0	-4.235163689E0	-8.032560349E-2	4.632252130E0
7.951552567E0	-1.813841343E0	-3.540674925E0	-9.034361839E-1	4.079533831E0
7.959786875E0	-1.179459214E0	-2.888417244E0	-1.551635742E0	3.484487292E0
7.968022067E0	-7.550754547E-1	-2.362888813E0	-2.067666531E0	3.229338534E0
7.976258913E0	-6.840233803E-1	-1.959017754E0	-2.502651215E0	3.250984719E0
7.984496490E0	-7.429474592E-1	-1.718773842E0	-2.797208071E0	3.366084883E0
7.992733490E0	-7.567366362E-1	-1.638224125E0	-2.801652193E0	3.332519112E0
8.000969336E0	-9.124656320E-1	-1.633602142E0	-2.538547039E0	3.153644013E0
8.009205105E0	-1.132386684E0	-1.500195503E0	-2.198935986E0	2.892785097E0
8.017441798E0	-1.180159330E0	-1.353132248E0	-1.761068344E0	2.514976071E0
8.025679144E0	-1.208420396E0	-1.099232674E0	-1.239609718E0	2.050664423E0
8.033915721E0	-1.228544235E0	-8.499193192E-1	-6.942658424E-1	1.647327790E0
8.042152336E0	-1.202629924E0	-5.854835510E-1	-2.301530838E-1	1.357232539E0
8.050389798E0	-1.114220619E0	-3.522915840E-1	-8.064842224E-2	1.171367200E0
8.058628182E0	-9.007271528E-1	-1.833662987E-1	-6.680011749E-2	9.216262035E-1
8.066867221E0	-9.154995084E-1	-7.523918152E-2	-1.493225098E-1	9.306435925E-1
8.075105067E0	-7.711299062E-1	8.936929703E-2	-3.360385895E-1	8.459019666E-1
8.083343413E0	-6.010673642E-1	2.339305878E-1	-6.369299889E-1	9.064685913E-1
8.091581644E0	-6.616299152E-1	2.763772011E-1	-6.571345329E-1	9.726069588E-1
8.099820490E0	-1.093799829E0	3.201165199E-1	-6.567292213E-1	1.315357717E0
8.108059105E0	-1.786342382E0	4.189062119E-1	-6.295557022E-1	1.939804605E0
8.116296913E0	-2.198277950E0	5.094261169E-1	-5.403213501E-1	2.320320684E0
8.124535720E0	-2.284594059E0	5.704107285E-1	-2.858958244E-1	2.372019147E0
8.132774105E0	-2.180849075E0	6.101531982E-1	-6.607770920E-2	2.265558624E0
8.141011990E0	-1.943760991E0	5.766344070E-1	5.114603043E-2	2.028134598E0
8.149248990E0	-1.588461399E0	5.699229240E-1	8.282184601E-2	1.689639374E0
8.157485951E0	-1.198240042E0	5.667686462E-1	1.789078712E-1	1.337540251E0
